Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,WEST CENTRAL,40,NATCHITOCHES,69,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,5.7
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,WEST CENTRAL,40,SABINE,85,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,5.7
CENSUS,2012,YEAR,,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,SOMERSET,39,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,45.1
CENSUS,2012,YEAR,,COUNTY,MARYLAND,24,LOWER EASTERN SHORE,90,WORCESTER,47,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,45.1
CENSUS,2012,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,CARROLL,13,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,45.1
CENSUS,2012,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,FREDERICK,21,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,45.1
CENSUS,2012,YEAR,,COUNTY,MARYLAND,24,NORTH CENTRAL,20,WASHINGTON,43,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,45.1
CENSUS,2012,YEAR,,COUNTY,MICHIGAN,26,EAST CENTRAL,60,TUSCOLA,157,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,MICHIGAN,26,SOUTHWEST,70,OTTAWA,139,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,(L)
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,22,81.1
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81.1
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81.1
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,23,81.1
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81.1
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81.1
CENSUS,2012,YEAR,,COUNTY,MINNESOTA,27,SOUTHWEST,70,LYON,83,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81.1
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,CENTRAL,50,LEAKE,79,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,15,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,CENTRAL,50,RANKIN,121,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,CENTRAL,50,SCOTT,123,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,KEMPER,69,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NESHOBA,99,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,12,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NOXUBEE,103,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,WINSTON,159,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,NORTHEAST,30,ALCORN,3,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,NORTHEAST,30,UNION,145,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,COVINGTON,31,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,15,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,JEFFERSON DAVIS,65,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,7,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,LAWRENCE,77,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,MARION,91,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,22,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,PIKE,113,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SIMPSON,127,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,18,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SMITH,129,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,11,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,WALTHALL,147,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,CLARKE,23,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GREENE,41,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JASPER,61,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JONES,67,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,LAUDERDALE,75,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,NEWTON,101,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PERRY,111,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,WAYNE,153,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,AMITE,5,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,FRANKLIN,37,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,35.5
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,JEFFERSON,63,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,35.5
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,PETTIS,159,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,CENTRAL,50,POLK,167,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,21,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,SOUTHWEST,70,NEWTON,145,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,7.3
CENSUS,2012,YEAR,,COUNTY,MISSOURI,29,WEST,40,HENRY,83,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,7.3
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,EAST,60,BUTLER,23,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,1.6
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,EAST,60,POLK,143,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,1.6
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,EAST,60,YORK,185,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,1.6
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,GAGE,67,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,1.6
CENSUS,2012,YEAR,,COUNTY,NEBRASKA,31,SOUTHEAST,90,JEFFERSON,95,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,1.6
CENSUS,2012,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,CHESHIRE,5,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,ROCKINGHAM,15,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,NEW JERSEY,34,NORTH,20,SOMERSET,35,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,(L)
CENSUS,2012,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81
CENSUS,2012,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81
CENSUS,2012,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,81
CENSUS,2012,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,81
CENSUS,2012,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,81
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,54,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,73,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,19,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,17,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,23,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,43,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,12,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,69,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,4,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,5,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,10,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,6,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,8,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,1,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,RICHMOND,153,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,3,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,2,26
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,,,0,,EGGS,"EGGS, PRODUCTION CONTRACT - OPERATIONS WITH PRODUCTION",TOTAL,NOT SPECIFIED,9,26
